timestamp,latitude,longitude
1681713105.0000005,45.42419282258088,11.948321415122548
1681713105.9999962,45.424192864490394,11.948324600245755
1681713106.9999948,45.4241968458944,11.948326025169294
1681713107.9999957,45.424214102132794,11.948339626802678
1681713108.9999979,45.424247446074226,11.948369815030356
1681713109.9999986,45.42426338446596,11.948414312582546
1681713110.9999995,45.4242894486221,11.948426012607891
1681713112.0000012,45.42431601359779,11.94843880185918
1681713113.0000024,45.42434640152785,11.948451140429203
1681713114.0000038,45.4243753856752,11.948464593819349
1681713115.0000043,45.42440041872835,11.948473944282656
1681713116.0000052,45.4244205329005,11.948489165284666
1681713117.0000062,45.42444149322484,11.948505659591637
1681713118.0000072,45.42447503564538,11.948523073502457
1681713119.000008,45.42451473879115,11.948543693471398
1681713120.000009,45.424540302856755,11.948546792700759
1681713121.0000095,45.424567018247146,11.948561607829049
1681713122.000011,45.42457507406857,11.94860294840661
1681713123.0000114,45.42459866047673,11.948623327176819
1681713124.0000122,45.4246185127738,11.948638230073502
1681713125.0000124,45.42463959299319,11.948653926301619
1681713126.0000134,45.4246638107162,11.948672129479371
1681713127.0000148,45.42467445441853,11.948701323052427
1681713128.0000145,45.424698611914266,11.948694960161582
1681713129.0000153,45.424701528799865,11.94868776779575
1681713130.0000157,45.424667878854294,11.948658286080455
1681713131.0000165,45.42463761499886,11.948642042155525
1681713132.0000165,45.4246125281756,11.94860961879218
1681713133.0000172,45.42458612066316,11.948611427829098
1681713134.0000176,45.424565110844455,11.948597749688613
1681713135.0000181,45.4245362154338,11.948574329720556
1681713136.0000186,45.424521207798335,11.948563302655957
1681713137.0000196,45.424501762459755,11.948544811974292
1681713138.0000198,45.42447671733379,11.948522691607065
1681713139.0000196,45.42445412394652,11.94850823631688
1681713140.0000207,45.42442258478718,11.948490383102856
1681713141.000021,45.42439580518502,11.948463766332099
1681713142.0000215,45.42437373803486,11.94845046547892
1681713143.0000215,45.4243455719975,11.948434605647972
1681713144.0000215,45.42431665712773,11.948415464968216
1681713145.0000224,45.42428133761579,11.9483907696633
1681713146.000022,45.42425931724061,11.948374042705618
1681713147.000023,45.42423018999635,11.94835174043794
1681713148.000023,45.42420048008565,11.948348547493136
1681713149.0000238,45.42417668881681,11.948326400543706
1681713150.0000236,45.42416003854392,11.9483228536368
1681713151.0000243,45.42413590481545,11.94831376888446
1681713152.0000262,45.42411212563919,11.94830629101337
1681713153.0000248,45.42408989131765,11.948288564968294
1681713154.0000248,45.4240666737588,11.94826986490887
1681713155.0000257,45.424044384934085,11.94828964609713
1681713156.000026,45.42401673138427,11.94829183426612
1681713157.0000257,45.424005690038804,11.948296066599061
1681713158.0000267,45.42398753018301,11.948298188713814
1681713159.0000265,45.42397177687671,11.948296941969362
1681713160.0000265,45.4239736627324,11.948286245338487
1681713161.0000267,45.423975429283,11.948260766800917
1681713162.0000277,45.42396021919091,11.948235817243763
1681713163.0000277,45.42394708866164,11.948204555758416
1681713164.0000272,45.42391982206022,11.948201284392637
1681713165.0000281,45.423874840239314,11.948201603274224
1681713166.0000288,45.42384816311075,11.948196460398664
1681713167.0000286,45.42382775357436,11.948205000316273
1681713168.000029,45.42381048140734,11.948208051977238
1681713169.0000286,45.423793780023225,11.94821142325518
1681713170.0000296,45.42378031816399,11.948229752144364
1681713171.00003,45.42377745899812,11.948247028435796
1681713172.0000305,45.42378839170447,11.94827916510643
1681713173.0000296,45.4238015753901,11.948302124863641
1681713174.0000305,45.42379891940308,11.948307575630524
1681713175.0000315,45.42379332991535,11.948327120465867
1681713176.0000308,45.423770491523804,11.948322974846233
1681713177.0000315,45.42377880313562,11.948336205027639
1681713178.000032,45.42377606720084,11.948336701493249
1681713179.0000315,45.42375306320224,11.948323584012963
1681713180.0000312,45.42372449659327,11.94832562232626
1681713181.000033,45.42371147298324,11.948313685391492
1681713182.0000324,45.423697967380654,11.9483041269566
1681713183.0000322,45.42368435281271,11.948286960141672
1681713184.0000331,45.42368132275834,11.948264209980636
1681713185.000033,45.42367890190455,11.948241641156457
1681713186.0000331,45.42368629542784,11.948223064925893
1681713187.0000339,45.42369935174251,11.948206077879657
1681713188.0000336,45.423711449657226,11.94818889287419
1681713189.0000343,45.42371891195842,11.948163590624652
1681713190.0000353,45.42372769029857,11.948145386329848
1681713191.0000343,45.42373456998005,11.948123644686364
1681713192.0000348,45.423744015880175,11.948107829100975
1681713193.0000358,45.423757536330626,11.948099236234443
1681713194.0000348,45.42376813728477,11.948089532955867
1681713195.0000362,45.423776608088176,11.948071101959458
1681713196.0000362,45.42377994289706,11.948049131483275
1681713197.0000362,45.42378650823439,11.948030647991361
1681713198.000036,45.42379651667358,11.948014735485815
1681713199.0000362,45.42380347961391,11.947995572092786
1681713200.0000372,45.423807870882555,11.947974024795485
1681713201.0000367,45.423810083672464,11.94794773725517
1681713202.0000374,45.42381781802822,11.947928483413454
1681713203.0000381,45.42383250219085,11.947914268706382
1681713204.0000381,45.42383876322155,11.94789353243943
1681713205.0000374,45.42383671024904,11.94786344967131
